22-08-07 23:04:07 !RPT A3330.62 V18.74 apV10.06 aP33.53 J670.70 
22-08-08 01:15:44 !RPT A3309.16 V18.55 apV9.96 aP32.97 J659.45 
22-08-08 03:05:57 !RPT A3383.10 V18.42 apV10.14 aP34.33 J686.66 
22-08-08 04:19:49 !RPT A3368.12 V18.37 apV10.11 aP34.07 J681.58 
22-08-08 05:40:09 !RPT A3366.61 V18.30 apV10.08 aP33.94 J678.93 
