22-08-16 23:14:11 !RPT A6109.17 V17.34 apV15.90 aP97.17 J2332.21 
22-08-17 00:39:40 !RPT A6098.59 V17.28 apV15.85 aP96.67 J2320.18 
22-08-17 01:50:50 !RPT A6076.39 V17.24 apV15.81 aP96.07 J2305.74 
